filename,xmin,ymin,xmax,ymax,xloc,yloc,zloc
005514.txt,804,0,1241,374,3,1,4
005514.txt,271,177,457,316,-3,1,9
005514.txt,699,183,806,257,3,1,16
005514.txt,460,176,527,222,-3,1,22
005514.txt,652,174,702,211,2,1,31
005515.txt,863,190,1241,374,2,1,5
005515.txt,859,171,939,374,2,1,5
005515.txt,804,174,871,227,7,1,23
005515.txt,343,184,511,265,-3,1,15
005515.txt,442,181,469,270,-3,1,14
005515.txt,790,163,830,203,10,1,39
005516.txt,589,178,720,301,0,1,11
005516.txt,1229,186,1241,374,4,1,3
005516.txt,722,172,847,231,5,1,21
005516.txt,690,177,765,213,5,1,32
005516.txt,669,178,736,206,5,1,38
005516.txt,360,188,444,237,-6,1,23
005516.txt,25,198,224,275,-10,1,15
005516.txt,580,176,605,194,-1,1,67
005516.txt,350,185,425,222,-9,2,32
005516.txt,398,178,450,214,-9,2,38
005516.txt,456,179,500,203,-8,2,48
005516.txt,513,180,553,198,-6,2,61
005516.txt,230,182,308,220,-14,1,30
005516.txt,216,181,299,208,-20,1,41
005517.txt,384,179,453,212,-8,1,34
005517.txt,584,172,590,193,-1,1,59
005518.txt,594,175,660,239,0,1,19
005518.txt,716,137,769,198,8,1,47
005518.txt,320,179,335,224,-10,1,26
005519.txt,244,185,462,253,-5,1,16
005519.txt,960,167,1241,362,5,1,6
005519.txt,1079,168,1241,374,5,1,4
005519.txt,454,169,474,221,-5,1,26
005520.txt,7,181,147,235,-16,1,22
005520.txt,184,165,265,220,-15,1,28
005521.txt,578,178,638,236,0,1,22
005521.txt,956,0,1241,358,6,1,3
005521.txt,790,28,1118,275,6,1,15
005521.txt,726,100,873,227,6,1,27
005522.txt,427,187,519,249,-3,1,19
005523.txt,791,178,1159,374,3,1,6
005523.txt,722,176,882,283,3,1,12
005523.txt,325,188,427,256,-5,1,17
005523.txt,765,153,788,221,5,1,21
005523.txt,787,153,809,220,5,1,21
005523.txt,702,178,791,241,3,1,17
005523.txt,368,175,455,210,-11,2,42
005524.txt,777,167,810,251,4,1,16
005524.txt,216,169,394,369,-2,1,5
005524.txt,38,172,69,243,-14,1,19
005524.txt,460,170,480,219,-5,1,26
005524.txt,495,178,514,226,-3,1,26
005525.txt,585,176,602,189,-1,1,71
005525.txt,475,177,510,202,-7,1,48
005526.txt,214,142,266,305,-4,1,8
005527.txt,332,185,439,226,-8,1,26
005527.txt,378,177,464,214,-8,1,32
005528.txt,600,174,628,201,0,1,46
005528.txt,786,138,949,308,2,1,8
005528.txt,787,159,822,283,2,1,9
005528.txt,738,170,770,266,2,1,11
005528.txt,167,175,206,301,-5,1,9
005528.txt,83,199,254,271,-9,1,16
005528.txt,407,186,455,213,-9,2,38
005528.txt,758,147,871,270,2,1,10
005529.txt,576,138,634,208,0,1,41
005529.txt,283,190,350,224,-15,2,37
005529.txt,366,180,409,207,-17,2,56
005530.txt,22,172,393,374,-3,1,7
005530.txt,1059,179,1241,374,3,1,1
005530.txt,811,184,1162,374,3,1,7
005530.txt,799,177,913,280,4,1,12
005530.txt,1034,136,1173,206,15,0,23
005530.txt,943,147,1061,209,12,1,24
005530.txt,643,170,699,206,2,1,32
005530.txt,686,166,725,194,5,1,43
005530.txt,774,140,819,183,17,0,65
005531.txt,116,179,298,253,-9,1,16
005531.txt,670,163,732,208,3,1,31
005531.txt,501,179,539,214,-3,1,31
005532.txt,1011,139,1102,364,3,1,5
005532.txt,1047,145,1119,361,4,1,6
005532.txt,652,141,672,202,1,0,20
005532.txt,282,138,321,259,-5,1,11
005532.txt,515,154,545,232,-1,1,14
005532.txt,552,148,582,232,0,1,14
005532.txt,833,147,889,270,3,1,9
005532.txt,478,141,506,219,-2,0,17
005532.txt,474,141,497,212,-3,0,18
005532.txt,433,140,463,214,-3,0,17
005532.txt,430,139,458,215,-3,0,17
005532.txt,598,139,612,193,0,0,25
005532.txt,645,145,665,198,1,0,25
005532.txt,0,0,268,369,-3,1,3
005533.txt,73,189,139,261,-12,2,18
005533.txt,392,184,473,216,-8,2,34
005533.txt,420,179,489,209,-8,1,39
005534.txt,413,177,516,259,-3,1,16
005534.txt,731,175,862,273,3,1,12
005534.txt,687,178,779,249,2,1,17
005534.txt,475,140,550,220,-3,1,26
005534.txt,811,180,1209,374,3,1,6
005535.txt,527,174,571,211,-2,1,32
005535.txt,432,169,463,196,-10,1,45
005536.txt,955,122,1114,324,4,1,7
005536.txt,797,167,815,212,7,1,27
005536.txt,818,166,833,212,8,1,27
005536.txt,813,183,832,210,8,1,27
005536.txt,726,170,737,202,6,1,38
005537.txt,0,214,304,374,-3,1,5
005537.txt,865,157,1151,293,5,1,10
005537.txt,259,186,457,310,-3,1,11
005537.txt,423,189,518,258,-3,1,17
005537.txt,469,182,542,235,-3,1,22
005537.txt,824,162,1076,242,6,1,14
005537.txt,509,175,555,216,-3,1,32
005537.txt,510,177,565,208,-3,1,37
005537.txt,299,176,362,197,-22,1,57
005537.txt,690,177,761,222,4,1,26
005537.txt,729,171,803,212,6,1,29
005538.txt,572,177,611,214,0,1,34
005538.txt,502,150,552,202,-6,2,58
005538.txt,204,192,308,241,-12,2,25
005539.txt,151,186,346,258,-8,1,16
005539.txt,258,186,401,239,-8,1,21
005539.txt,1139,141,1241,255,8,1,11
005539.txt,913,160,957,186,20,0,45
005540.txt,428,175,592,339,-1,1,7
005540.txt,72,167,105,278,-8,1,12
005540.txt,161,169,201,263,-9,1,14
005541.txt,0,162,116,352,-8,1,8
005541.txt,326,178,440,221,-8,1,26
005541.txt,889,161,911,213,9,1,23
005541.txt,857,161,880,180,20,0,58
005542.txt,573,174,615,212,0,1,32
005542.txt,0,204,300,375,-4,1,6
005542.txt,52,186,249,272,-8,1,14
005542.txt,258,182,416,271,-5,1,14
005542.txt,416,154,497,234,-4,1,21
005542.txt,447,152,522,223,-4,1,26
005542.txt,368,184,424,217,-8,1,30
005542.txt,497,172,537,205,-5,1,41
005542.txt,532,164,558,193,-5,0,65
005542.txt,194,182,301,230,-11,1,24
005543.txt,274,174,320,197,-21,1,49
005543.txt,573,172,615,214,0,1,30
005544.txt,94,170,231,210,-19,1,32
005544.txt,123,155,199,198,-32,1,52
005544.txt,633,169,706,197,3,1,40
005544.txt,834,162,846,190,15,1,49
005544.txt,771,158,811,189,13,1,53
005544.txt,799,162,839,186,15,1,55
005544.txt,834,164,888,185,18,0,54
005545.txt,836,155,891,271,3,1,10
005545.txt,327,158,460,329,-2,1,8
005545.txt,582,162,615,189,0,0,41
005545.txt,730,157,754,221,3,1,18
005545.txt,101,147,336,373,-2,1,5
005545.txt,637,130,689,194,2,0,31
005546.txt,750,174,981,346,2,1,8
005546.txt,0,185,250,362,-6,1,7
005546.txt,0,177,332,305,-6,1,10
005546.txt,88,161,336,284,-6,1,12
005546.txt,288,183,453,245,-5,1,17
005546.txt,357,175,472,232,-6,1,22
005546.txt,358,173,498,224,-6,1,24
005546.txt,408,177,506,216,-6,1,29
005546.txt,573,175,581,195,-2,1,58
005546.txt,670,183,732,233,2,1,22
005546.txt,719,171,832,217,6,1,27
005546.txt,680,173,749,204,6,1,42
005546.txt,631,178,655,197,2,1,56
005547.txt,0,192,224,304,-8,1,10
005548.txt,577,177,635,232,0,1,22
005548.txt,892,0,1241,371,6,1,5
005549.txt,0,211,317,374,-3,1,3
005549.txt,563,179,583,195,-3,2,70
005550.txt,541,176,568,201,-3,1,51
005551.txt,491,179,537,211,-4,1,34
005551.txt,716,168,724,198,6,1,42
005552.txt,0,215,224,374,-5,1,7
005552.txt,1180,136,1241,286,8,1,8
005552.txt,1001,151,1241,266,8,1,10
005552.txt,239,195,406,281,-5,1,14
005552.txt,771,182,1023,332,3,1,9
005552.txt,366,190,453,249,-5,2,20
005552.txt,681,180,749,227,3,1,24
005552.txt,443,186,506,225,-5,2,29
005552.txt,664,181,720,219,3,1,30
005552.txt,502,182,535,208,-5,2,44
005552.txt,649,179,689,209,3,1,38
005552.txt,561,175,603,191,-2,1,68
005553.txt,595,176,619,199,0,1,52
005553.txt,728,191,916,321,2,1,9
005553.txt,696,180,814,264,2,1,14
005553.txt,557,179,580,198,-3,1,57
005553.txt,669,179,726,225,2,1,25
005553.txt,652,174,704,217,2,1,29
005553.txt,378,185,432,204,-17,2,63
005553.txt,714,165,725,207,4,1,31
005554.txt,630,149,703,188,5,1,72
005554.txt,308,182,398,230,-9,1,26
005554.txt,903,153,937,205,10,1,25
005555.txt,585,174,611,200,0,1,47
005555.txt,44,128,377,230,-19,2,43
005555.txt,679,163,696,213,2,1,27
005556.txt,963,224,1241,374,2,1,2
005556.txt,751,191,1059,374,2,1,7
005556.txt,708,161,866,294,2,1,12
005556.txt,475,176,548,233,-2,1,21
005556.txt,650,176,695,213,2,1,30
005556.txt,554,173,581,197,-2,1,47
005557.txt,574,180,606,209,-1,1,41
005557.txt,0,192,48,326,-7,1,7
005557.txt,26,189,264,291,-8,1,13
005557.txt,125,81,437,329,-4,1,10
005557.txt,425,203,481,241,-4,1,19
005557.txt,435,187,506,236,-4,1,23
005557.txt,481,184,526,215,-4,1,34
005557.txt,535,173,556,196,-5,1,69
005557.txt,0,186,34,278,-11,1,11
005558.txt,641,169,681,200,2,0,38
005558.txt,572,174,613,211,0,0,28
005558.txt,569,172,601,199,-1,0,40
005558.txt,612,169,630,185,1,0,67
005559.txt,81,143,164,303,-5,1,8
005560.txt,720,182,924,312,2,1,10
005560.txt,357,195,472,267,-4,1,16
005560.txt,664,181,737,238,2,1,20
005560.txt,441,182,513,235,-4,2,25
005560.txt,496,182,534,214,-5,2,39
005560.txt,570,177,578,197,-3,2,68
005560.txt,579,178,586,196,-2,2,69
005561.txt,699,169,798,245,3,1,18
005561.txt,797,187,1026,325,3,1,9
005561.txt,691,133,767,204,6,1,40
005561.txt,1037,184,1241,322,7,1,9
005561.txt,832,176,905,204,13,1,39
005562.txt,603,176,660,229,0,1,23
005562.txt,590,177,617,195,0,1,60
005563.txt,516,180,552,217,-3,2,35
005563.txt,489,181,521,203,-7,2,51
005564.txt,308,180,390,220,-10,1,29
005564.txt,729,174,867,267,3,1,13
005564.txt,697,175,775,235,3,1,19
005564.txt,676,175,740,222,3,1,24
005564.txt,658,177,694,207,3,1,36
005565.txt,331,175,349,203,-17,1,47
005565.txt,241,184,343,230,-11,1,25
005566.txt,584,187,617,213,0,2,37
005566.txt,599,171,620,200,0,2,59
005566.txt,297,182,348,209,-16,1,40
005567.txt,733,155,793,300,1,1,8
005568.txt,429,154,485,284,-2,1,10
005568.txt,523,167,588,221,-1,1,23
005568.txt,244,157,278,231,-8,1,17
005568.txt,130,150,163,236,-10,1,15
005568.txt,142,146,162,209,-14,0,22
005568.txt,1021,184,1214,242,13,1,19
005568.txt,960,180,1068,229,13,1,23
005568.txt,1033,183,1154,229,16,1,23
005568.txt,1097,183,1223,230,19,1,24
005568.txt,123,153,151,232,-10,1,15
005568.txt,196,146,221,214,-11,1,21
005568.txt,167,152,190,213,-12,0,20
005568.txt,271,158,284,208,-11,0,25
005568.txt,217,156,233,206,-13,0,25
005568.txt,601,171,637,199,0,0,37
005568.txt,221,153,236,197,-16,0,30
005569.txt,569,182,642,251,0,1,18
005569.txt,0,205,171,283,-12,2,16
005569.txt,129,204,243,249,-15,2,26
005569.txt,284,196,344,230,-15,2,38
005570.txt,718,180,926,319,2,1,9
005570.txt,416,181,518,257,-3,1,17
005570.txt,681,177,769,244,2,1,18
005570.txt,477,182,534,224,-3,1,27
005570.txt,656,177,709,221,2,1,26
005570.txt,638,176,675,207,2,1,37
005571.txt,592,173,619,200,0,1,46
005571.txt,262,180,490,343,-2,1,9
005571.txt,0,195,92,284,-12,2,14
005571.txt,698,159,777,245,2,1,15
005571.txt,707,167,726,237,2,1,16
005571.txt,680,172,698,232,2,1,18
005571.txt,352,174,368,246,-5,1,16
005571.txt,695,159,760,231,2,1,17
005572.txt,725,180,883,281,3,1,12
005572.txt,373,194,456,250,-6,2,22
005572.txt,493,189,525,213,-6,2,45
005572.txt,637,180,666,204,2,2,48
005573.txt,570,179,604,210,-1,1,39
005573.txt,0,197,218,319,-7,1,10
005573.txt,103,199,426,375,-3,1,8
005573.txt,247,186,368,248,-7,1,19
005573.txt,331,186,402,227,-8,1,26
005573.txt,411,187,491,235,-5,1,23
005573.txt,484,155,536,212,-5,1,38
005573.txt,516,183,543,205,-5,1,48
005573.txt,0,194,156,263,-12,1,16
005573.txt,154,181,273,235,-12,1,23
005574.txt,0,199,378,373,-2,1,3
005574.txt,399,184,508,260,-3,1,15
005574.txt,574,176,621,219,0,1,28
005574.txt,542,174,577,206,-2,1,37
005574.txt,350,182,437,238,-6,1,21
005575.txt,717,166,753,198,7,1,40
005575.txt,564,160,683,238,0,1,18
005575.txt,15,193,199,268,-11,1,16
005575.txt,375,176,521,247,-3,1,17
005575.txt,360,182,448,219,-8,1,30
005575.txt,503,180,538,204,-5,2,47
005575.txt,596,156,664,188,2,1,85
005576.txt,630,169,685,223,1,1,22
005576.txt,472,176,537,218,-3,1,27
005577.txt,0,203,255,374,-3,1,3
005577.txt,488,180,526,210,-5,1,40
005578.txt,1011,188,1241,374,2,1,1
005578.txt,717,183,916,306,2,1,10
005578.txt,452,180,521,229,-3,1,23
005578.txt,663,178,726,227,2,1,23
005578.txt,473,164,531,220,-4,1,28
005578.txt,647,178,703,219,2,1,28
005578.txt,310,154,455,207,-11,1,37
005578.txt,596,167,620,192,0,1,59
005578.txt,721,156,817,193,11,1,53
005579.txt,453,171,566,218,-3,1,26
005579.txt,995,157,1103,198,20,1,33
005579.txt,629,173,685,200,2,1,41
005579.txt,302,178,393,214,-11,1,32
005579.txt,565,175,591,193,-2,1,60
005579.txt,523,176,554,195,-6,1,61
005580.txt,634,173,663,199,2,1,48
005580.txt,553,178,582,201,-2,1,44
005580.txt,388,175,510,220,-5,1,26
005580.txt,322,167,476,233,-6,1,21
005580.txt,663,184,740,237,2,1,20
005580.txt,166,182,414,268,-6,1,14
005580.txt,1016,186,1241,374,5,1,6
005581.txt,547,174,569,194,-4,1,60
005581.txt,580,161,609,191,-1,1,76
005581.txt,0,200,57,234,-29,2,35
005581.txt,237,188,298,219,-17,2,37
005581.txt,64,194,157,232,-24,2,36
005582.txt,599,155,630,188,0,1,69
005582.txt,412,179,443,198,-16,2,65
005582.txt,674,164,686,192,4,1,48
005583.txt,581,184,714,268,0,1,15
005583.txt,828,176,875,212,10,1,31
005583.txt,741,181,798,220,6,1,27
005583.txt,799,177,833,204,11,1,40
005584.txt,436,180,452,216,-8,2,38
005585.txt,114,193,443,294,-5,1,11
005585.txt,861,171,1241,360,4,1,6
005585.txt,784,156,1163,299,4,1,9
005585.txt,358,184,516,236,-5,1,21
005585.txt,412,181,535,220,-5,1,26
005586.txt,428,174,512,238,-4,1,21
005586.txt,522,174,556,201,-3,1,38
005586.txt,532,165,564,196,-3,1,44
005587.txt,593,173,624,204,0,1,40
005587.txt,131,189,149,241,-14,2,22
005587.txt,179,185,235,237,-14,2,26
005588.txt,0,179,204,369,-6,1,6
005588.txt,0,168,309,313,-6,1,9
005588.txt,97,180,327,281,-6,1,12
005588.txt,236,174,433,244,-6,1,17
005588.txt,680,183,766,247,2,1,18
005588.txt,793,191,1193,374,2,1,6
005588.txt,653,175,704,219,2,1,29
005589.txt,801,204,1241,374,2,1,5
005589.txt,711,188,885,311,2,1,11
005589.txt,397,188,519,284,-2,1,13
005589.txt,688,166,798,264,2,1,15
005589.txt,496,185,557,234,-2,1,24
005589.txt,647,181,687,214,2,1,34
005589.txt,559,180,584,202,-2,2,51
005590.txt,701,176,870,287,2,1,11
005591.txt,0,203,226,303,-8,1,11
005591.txt,53,183,289,278,-8,1,14
005591.txt,155,189,355,264,-8,2,16
005591.txt,255,184,405,244,-8,1,21
005591.txt,365,187,433,225,-8,2,29
005591.txt,384,185,475,221,-8,2,32
005591.txt,479,184,514,211,-6,2,44
005592.txt,679,165,716,197,6,1,50
005592.txt,778,175,841,201,11,1,42
005593.txt,956,187,1241,321,6,1,9
005593.txt,45,149,240,208,-31,2,48
005594.txt,758,183,837,246,5,1,19
005594.txt,608,189,796,306,1,1,11
005594.txt,652,186,750,245,2,1,20
005594.txt,729,184,785,223,5,1,27
005594.txt,801,162,837,202,13,1,47
005594.txt,786,180,820,208,10,1,39
005595.txt,0,173,133,374,-6,1,5
005595.txt,0,171,136,328,-7,1,7
005595.txt,0,169,289,296,-6,1,9
005595.txt,105,165,294,269,-6,1,12
005595.txt,184,173,439,256,-5,1,14
005595.txt,192,115,470,246,-6,1,16
005595.txt,699,182,842,276,2,1,13
005595.txt,794,177,945,237,6,1,17
005595.txt,631,174,654,191,2,1,56
005595.txt,675,172,747,199,5,1,41
005595.txt,950,201,1207,374,3,1,5
005596.txt,566,171,601,194,-1,0,47
005596.txt,328,169,397,202,-12,1,38
005597.txt,536,173,563,200,-4,1,48
005598.txt,586,181,640,225,0,1,24
005598.txt,164,184,378,306,-5,1,10
005598.txt,262,123,487,274,-4,1,12
005598.txt,505,172,567,202,-4,1,44
005598.txt,643,164,684,203,3,1,48
005598.txt,591,178,625,209,0,1,37
005598.txt,400,168,537,230,-4,1,23
005598.txt,125,175,288,254,-8,1,15
005598.txt,10,163,41,235,-14,1,18
005598.txt,173,174,185,215,-15,1,26
005598.txt,271,141,375,204,-14,1,37
005599.txt,0,194,410,373,-2,1,4
005599.txt,411,182,523,264,-2,1,14
005599.txt,531,171,581,215,-1,1,27
005599.txt,381,172,467,228,-5,1,23
005600.txt,0,148,259,374,-3,1,4
005600.txt,130,182,430,359,-3,1,9
005600.txt,662,166,700,201,3,1,33
005600.txt,612,167,649,189,1,1,49
005601.txt,402,176,424,220,-8,2,31
005602.txt,0,215,313,374,-3,1,4
005602.txt,848,184,1241,374,3,1,5
005602.txt,652,177,718,221,2,1,26
005602.txt,586,181,632,206,0,1,41
005602.txt,807,176,957,237,7,1,19
005602.txt,988,172,1183,235,11,1,18
005602.txt,546,177,594,197,-3,1,56
005602.txt,474,179,489,210,-6,2,39
005603.txt,244,146,395,265,-7,2,19
005603.txt,587,186,603,200,-1,2,73
005604.txt,1067,140,1197,374,4,1,6
005604.txt,801,150,841,281,2,1,10
005604.txt,1093,161,1137,295,6,1,9
005604.txt,175,167,211,265,-7,1,13
005604.txt,251,162,290,265,-6,1,13
005604.txt,130,196,177,244,-11,1,17
005604.txt,462,166,498,224,-4,1,23
005605.txt,693,185,804,274,2,1,14
005605.txt,688,183,746,239,2,1,20
005605.txt,674,179,726,225,3,1,26
005606.txt,0,193,294,374,-3,1,4
005606.txt,639,168,741,205,3,1,35
005606.txt,862,155,931,178,19,0,49
005606.txt,475,178,511,206,-7,1,44
005606.txt,783,157,814,178,16,0,63
005607.txt,599,142,661,206,1,1,45
005607.txt,356,181,395,202,-18,2,56
005608.txt,1096,185,1223,236,19,1,24
005608.txt,952,181,1068,234,13,1,24
005608.txt,602,172,636,202,0,1,36
005608.txt,0,171,224,369,-3,1,4
005608.txt,784,156,840,292,2,1,9
005608.txt,824,165,883,285,3,1,10
005608.txt,486,159,533,260,-1,1,13
005608.txt,284,155,317,233,-7,1,17
005608.txt,321,162,353,233,-6,1,18
005608.txt,210,154,237,224,-10,1,19
005608.txt,245,155,269,223,-9,1,19
005608.txt,283,159,306,221,-8,1,20
005609.txt,585,182,639,226,0,1,24
005609.txt,0,187,245,374,-5,1,6
005609.txt,138,100,434,328,-4,1,9
005609.txt,429,173,538,222,-4,1,27
005609.txt,495,169,562,202,-4,1,41
005609.txt,645,160,689,202,3,1,44
005609.txt,591,178,625,209,0,1,37
005609.txt,365,164,524,238,-4,1,19
005609.txt,0,174,216,278,-8,1,12
005609.txt,231,138,352,210,-14,1,34
005610.txt,520,178,755,337,0,1,9
005610.txt,1067,209,1241,374,5,1,6
005610.txt,730,181,851,262,3,1,15
005610.txt,870,176,930,216,13,1,32
005610.txt,1029,188,1105,254,12,2,19
005611.txt,460,178,523,202,-7,1,45
005612.txt,122,173,206,208,-20,1,33
005612.txt,208,169,272,200,-21,1,41
005612.txt,271,170,315,194,-21,1,48
005612.txt,584,170,640,226,0,1,23
005612.txt,742,171,752,196,9,1,50
005613.txt,224,91,492,331,-3,1,10
005613.txt,699,180,809,260,2,1,15
005613.txt,632,167,670,204,2,1,40
005613.txt,553,179,576,197,-4,2,64
005614.txt,945,180,984,212,16,1,34
005615.txt,685,176,726,197,9,2,70
005615.txt,590,179,641,202,0,2,50
005616.txt,698,155,855,262,3,1,14
005616.txt,322,190,442,275,-4,1,14
005616.txt,423,189,485,234,-5,1,23
005616.txt,452,177,502,219,-5,1,30
005617.txt,265,146,339,373,-1,1,4
005617.txt,134,166,340,373,-1,1,3
005617.txt,643,158,675,248,1,1,14
005617.txt,471,165,493,225,-3,1,21
005617.txt,453,166,473,223,-4,1,22
005617.txt,625,160,646,220,0,1,22
005617.txt,684,160,710,247,1,1,14
005617.txt,721,156,749,227,3,1,18
005617.txt,760,152,780,215,4,0,21
005617.txt,550,168,588,197,-1,0,41
005617.txt,292,166,329,260,-6,1,14
005617.txt,718,165,736,237,2,1,17
005618.txt,1013,162,1241,374,3,1,3
005618.txt,0,199,248,334,-6,1,9
005618.txt,602,175,687,248,0,1,17
005618.txt,805,173,896,228,7,1,21
005618.txt,664,179,707,215,3,1,31
005618.txt,786,166,833,210,8,1,32
005619.txt,600,171,628,199,0,1,45
005619.txt,191,189,310,243,-11,2,22
005619.txt,815,159,837,224,5,1,18
005620.txt,48,0,338,374,-3,1,2
005620.txt,509,180,552,216,-3,2,35
005620.txt,295,185,338,209,-20,2,49
005620.txt,542,181,567,201,-4,2,56
005620.txt,379,182,407,200,-20,2,68
005620.txt,585,178,622,215,0,1,34
005621.txt,0,181,36,228,-20,1,23
005621.txt,38,184,151,228,-20,2,28
005621.txt,306,189,472,289,-3,1,13
005621.txt,534,178,564,203,-3,1,47
005621.txt,561,180,580,197,-3,2,69
005621.txt,588,178,634,224,0,1,28
005621.txt,1122,194,1201,279,11,2,15
005622.txt,0,194,106,294,-9,1,11
005622.txt,14,183,262,271,-8,1,14
005622.txt,347,178,417,224,-8,1,25
005622.txt,378,178,440,215,-8,1,30
005622.txt,418,181,464,209,-8,1,36
005622.txt,434,176,485,200,-8,1,43
005622.txt,652,173,676,193,3,1,52
005622.txt,258,181,283,259,-7,1,15
005622.txt,263,204,281,259,-7,1,15
005623.txt,795,179,1113,353,3,1,7
005623.txt,202,191,394,289,-5,1,13
005623.txt,719,178,870,269,3,1,13
005623.txt,675,172,751,226,3,1,22
005623.txt,467,177,510,210,-5,1,33
005624.txt,331,184,478,282,-3,1,12
005624.txt,548,172,602,221,0,1,24
005624.txt,490,174,521,195,-6,0,49
005625.txt,0,190,207,361,-6,1,7
005625.txt,0,184,289,313,-6,1,9
005625.txt,192,159,412,255,-7,1,16
005625.txt,513,178,533,222,-3,1,26
005625.txt,1130,175,1241,374,6,1,5
005625.txt,986,188,1241,358,6,1,7
005625.txt,880,182,1174,296,5,1,10
005625.txt,742,183,930,244,5,1,18
005625.txt,739,171,890,237,5,1,20
005625.txt,364,180,489,221,-7,1,27
005625.txt,399,179,504,215,-6,1,30
005625.txt,632,178,676,211,1,1,33
005625.txt,620,176,646,198,1,1,48
005625.txt,607,168,623,186,0,1,94
005626.txt,637,176,666,199,2,1,46
005626.txt,634,154,662,185,4,1,85
005626.txt,697,175,737,200,6,1,44
005626.txt,813,153,949,241,6,1,19
005626.txt,799,174,865,201,12,1,41
005627.txt,15,200,305,347,-5,1,8
005627.txt,0,197,194,288,-9,1,13
005627.txt,167,189,309,247,-10,1,20
005627.txt,655,176,688,204,3,1,37
005627.txt,617,171,652,199,1,1,44
005627.txt,672,172,699,197,5,1,47
005628.txt,0,224,149,374,-3,1,1
005628.txt,0,227,377,374,-3,1,6
005628.txt,769,186,1191,374,2,1,6
005628.txt,870,168,1121,243,8,1,15
005628.txt,421,180,509,241,-3,1,19
005628.txt,680,179,759,239,2,1,19
005628.txt,658,177,727,225,2,1,24
005628.txt,273,151,437,212,-11,1,33
005628.txt,600,165,625,192,0,1,55
005628.txt,733,149,838,190,12,1,49
005629.txt,465,188,670,298,0,1,11
005629.txt,355,187,592,289,-2,1,12
005629.txt,143,191,354,268,-8,1,16
005629.txt,26,181,235,260,-12,2,19
005630.txt,731,67,1121,371,2,1,8
005630.txt,0,154,352,307,-5,1,9
005630.txt,700,182,812,261,2,1,15
005630.txt,656,142,735,224,2,1,26
005630.txt,354,176,463,224,-6,1,24
005630.txt,382,174,500,221,-6,1,27
005630.txt,464,157,557,202,-6,1,47
005630.txt,637,177,669,202,2,1,43
005631.txt,37,206,393,374,-3,1,7
005631.txt,944,194,1241,374,3,1,2
005631.txt,784,174,1064,348,3,1,7
005631.txt,1100,128,1241,232,12,1,15
005631.txt,590,181,631,205,0,1,44
005631.txt,549,177,595,197,-3,1,59
005631.txt,481,179,494,207,-7,2,43
005632.txt,10,182,454,374,-2,1,5
005632.txt,850,189,1241,374,2,1,3
005632.txt,353,184,498,306,-2,1,11
005632.txt,427,185,526,259,-2,1,16
005632.txt,675,179,780,258,2,1,15
005632.txt,649,181,722,237,2,1,20
005632.txt,514,178,560,216,-3,1,31
005632.txt,538,170,578,210,-2,1,37
005632.txt,558,174,594,206,-1,1,43
005633.txt,0,199,302,369,-3,1,3
005633.txt,1052,138,1136,295,5,1,8
005633.txt,1048,130,1150,306,5,1,7
005633.txt,991,147,1029,216,10,0,18
005633.txt,455,166,491,275,-2,1,11
005633.txt,416,170,464,279,-2,1,10
005633.txt,446,170,481,195,-8,0,44
005633.txt,649,169,679,192,4,0,48
005634.txt,338,190,483,275,-3,1,14
005634.txt,148,197,334,289,-6,1,13
005634.txt,635,177,675,211,2,1,35
005634.txt,443,187,514,236,-4,1,23
005634.txt,742,164,873,204,7,1,28
005634.txt,734,155,845,201,7,1,31
005634.txt,967,139,1084,180,21,0,37
005635.txt,737,179,791,225,5,1,27
005635.txt,0,106,39,277,-13,2,11
005635.txt,57,211,140,253,-20,2,28
005635.txt,141,200,195,237,-22,2,36
005635.txt,869,175,892,189,27,0,72
005636.txt,653,181,780,258,2,1,16
005636.txt,909,173,957,204,16,1,35
005636.txt,733,180,829,235,5,1,21
005636.txt,807,180,865,219,8,1,27
005636.txt,884,156,924,196,19,1,47
005637.txt,156,160,222,308,-5,1,8
005638.txt,590,160,617,190,0,1,76
005638.txt,226,188,284,219,-18,2,38
005639.txt,200,196,460,372,-2,1,7
005639.txt,699,177,837,272,2,1,13
005639.txt,367,181,503,275,-3,1,13
005639.txt,679,175,768,237,2,1,18
005639.txt,659,176,725,227,2,1,23
005639.txt,503,177,555,221,-2,1,26
005639.txt,653,163,707,215,2,1,28
005639.txt,534,169,571,200,-2,1,36
005640.txt,0,190,129,293,-10,1,12
005640.txt,279,141,392,230,-11,2,31
005640.txt,476,171,503,200,-11,2,71
005640.txt,552,181,569,195,-4,2,69
005641.txt,235,180,294,208,-20,2,42
005642.txt,582,172,610,199,0,1,46
005642.txt,252,172,360,236,-9,1,23
005642.txt,527,175,563,208,-3,1,38
005642.txt,436,180,470,202,-10,2,49
005643.txt,0,197,330,374,-3,1,5
005643.txt,309,186,476,299,-3,1,12
005643.txt,469,187,530,228,-4,2,28
005643.txt,493,176,534,212,-4,1,37
005643.txt,531,178,554,197,-5,1,54
005644.txt,636,154,701,205,3,1,40
005644.txt,562,173,581,189,-3,1,71
005645.txt,588,175,633,218,0,1,28
005645.txt,15,193,212,264,-10,1,16
005645.txt,373,183,426,212,-10,1,37
005645.txt,402,178,449,206,-11,1,43
005645.txt,654,172,718,201,4,1,39
005645.txt,640,173,702,196,3,1,46
005646.txt,37,0,481,360,-3,1,10
005646.txt,527,178,561,207,-3,2,43
